State,Value
OXXOO OXX,-1.0
OXXOO X  ,-1.0
OXXOO X X,-1.0
OXXOO XOX,1.0
OXXOO XX ,-1.0
OXXOO XXO,-1.0
OXXOOO XX,-1.0
OXXOOOX X,-1.0
OXXOOOXX ,-1.0
OXXOOX   ,1.0
OXXOOX  X,1.0
OXXOOX X ,-1.0
OXXOOX XO,-1.0
OXXOOXOX ,-1.0
OXXOOXX  ,-1.0
OXXOOXX O,-1.0
OXXOOXXO ,1.0
OXXOOXXOX,1.0
OXXOX    ,-1.0
OXXOX   O,1.0
OXXOX  O ,1.0
OXXOX  OX,-1.0
OXXOX  XO,1.0
OXXOX O  ,-1.0
OXXOX OOX,-1.0
OXXOX X O,1.0
OXXOX XO ,1.0
OXXOXO   ,1.0
OXXOXO  X,-1.0
OXXOXO OX,1.0
OXXOXO X ,1.0
OXXOXOO X,-1.0
OXXOXOX  ,1.0
OXXOXOXOX,1.0
OXXOXOXXO,1.0
OXXOXX  O,-1.0
OXXOXX O ,-1.0
OXXOXX OO,1.0
OXXOXXO O,-1.0
OXXOXXOO ,-1.0
OXXOXXXOO,1.0
OXXX    O,-1.0
OXXX   O ,-1.0
OXXX   OO,-1.0
OXXX  O  ,0.0
OXXX  O O,0.0
OXXX  OO ,0.0
OXXX  OOX,0.0
OXXX  OXO,-1.0
OXXX  XOO,-1.0
OXXX O   ,0.0
OXXX O  O,1.0
OXXX O O ,0.0
OXXX O OX,0.0
OXXX O XO,-1.0
OXXX OO  ,0.0
OXXX OO X,0.0
OXXX OOOX,0.0
OXXX OOX ,0.0
OXXX OOXO,1.0
OXXX OX O,-1.0
OXXX OXO ,0.0
OXXX OXOO,1.0
OXXX X OO,-1.0
OXXX XO O,-1.0
OXXX XOO ,-1.0
OXXX XOOO,-1.0
OXXXO    ,-1.0
OXXXO   O,-1.0
OXXXO  O ,0.0
OXXXO  OX,0.0
OXXXO O  ,0.0
OXXXO O X,0.0
OXXXO OOX,1.0
OXXXO OX ,-1.0
OXXXO OXO,-1.0
OXXXO XO ,-1.0
OXXXO XOO,-1.0
OXXXOO   ,0.0
OXXXOO  X,0.0
OXXXOO OX,0.0
OXXXOO X ,-1.0
OXXXOO XO,-1.0
OXXXOOO X,0.0
OXXXOOOX ,0.0
OXXXOOOXX,0.0
OXXXOOX  ,-1.0
OXXXOOX O,-1.0
OXXXOOXO ,0.0
OXXXOOXOX,0.0
OXXXOX O ,-1.0
OXXXOX OO,-1.0
OXXXOXO  ,-1.0
OXXXOXO O,-1.0
OXXXOXOO ,1.0
OXXXOXOOX,1.0
OXXXX  OO,-1.0
OXXXX O O,-1.0
OXXXX OO ,-1.0
OXXXX OOO,-1.0
OXXXXO  O,1.0
OXXXXO O ,0.0
OXXXXO OO,1.0
OXXXXOO  ,0.0
OXXXXOO O,1.0
OXXXXOOO ,0.0
OXXXXOOOX,0.0
OXXXXOOXO,1.0
OXXXXOXOO,1.0
X        ,0.0
X       O,1.0
X      O ,1.0
X      OX,0.0
X      XO,0.0
X     O  ,1.0
X     O X,1.0
X     OOX,1.0
X     OX ,0.0
X     OXO,1.0
X     X O,0.0
X     XO ,1.0
X     XOO,1.0
X    O   ,1.0
X    O  X,0.0
X    O OX,1.0
X    O X ,0.0
X    O XO,1.0
X    OO X,1.0
X    OOX ,1.0
X    OOXX,-1.0
X    OX  ,1.0
X    OX O,1.0
X    OXO ,1.0
X    OXOX,1.0
X    OXXO,-1.0
X    X  O,0.0
X    X O ,0.0
X    X OO,1.0
X    XO  ,0.0
X    XO O,0.0
X    XOO ,1.0
X    XOOX,1.0
X    XOXO,0.0
X    XXOO,1.0
X   O    ,0.0
X   O   X,0.0
X   O  OX,0.0
X   O  X ,0.0
X   O  XO,0.0
X   O O X,1.0
X   O OX ,0.0
X   O OXX,-1.0
X   O X  ,0.0
X   O X O,1.0
X   O XO ,1.0
X   O XOX,-1.0
X   O XXO,0.0
X   OO  X,0.0
X   OO X ,0.0
X   OO XX,-1.0
X   OOOXX,-1.0
X   OOX  ,1.0
X   OOX X,-1.0
X   OOXOX,1.0
X   OOXX ,-1.0
X   OOXXO,1.0
X   OX   ,0.0
X   OX  O,0.0
X   OX O ,0.0
X   OX OX,-1.0
X   OX XO,0.0
X   OXO  ,1.0
X   OXO X,-1.0
X   OXOOX,1.0
X   OXOX ,-1.0
X   OXOXO,0.0
X   OXX O,0.0
X   OXXO ,-1.0
X   OXXOO,1.0
X   X   O,0.0
X   X  O ,1.0
X   X  OO,1.0
X   X O  ,0.0
X   X O O,0.0
X   X OO ,1.0
X   X OOX,1.0
X   X OXO,0.0
X   X XOO,1.0
X   XO   ,1.0
X   XO  O,1.0
X   XO O ,1.0
X   XO OX,1.0
X   XO XO,-1.0
X   XOO  ,1.0
X   XOO X,1.0
X   XOOXO,1.0
X   XOX O,-1.0
X   XOXOO,1.0
X   XX OO,-1.0
X   XXO O,-1.0
X   XXOO ,0.0
X   XXOOO,-1.0
X  O     ,1.0
X  O    X,0.0
X  O   OX,1.0
X  O   X ,0.0
X  O   XO,1.0
X  O  O X,1.0
X  O  OX ,1.0
X  O  OXX,-1.0
X  O  X  ,0.0
X  O  X O,0.0
X  O  XO ,1.0
X  O  XOX,0.0
X  O  XXO,0.0
X  O O  X,1.0
X  O O X ,1.0
X  O O XX,-1.0
X  O OOXX,1.0
X  O OX  ,1.0
X  O OX X,-1.0
X  O OXOX,1.0
X  O OXX ,-1.0
X  O OXXO,0.0
X  O X   ,0.0
X  O X  O,0.0
X  O X O ,1.0
X  O X OX,0.0
X  O X XO,0.0
X  O XO  ,1.0
X  O XO X,0.0
X  O XOOX,1.0
X  O XOX ,1.0
X  O XOXO,1.0
X  O XX O,0.0
X  O XXO ,0.0
X  O XXOO,1.0
X  OO   X,0.0
X  OO  X ,0.0
X  OO  XX,-1.0
X  OO OXX,-1.0
X  OO X  ,0.0
X  OO X X,-1.0
X  OO XOX,0.0
X  OO XX ,-1.0
X  OO XXO,0.0
X  OOO XX,-1.0
X  OOOX X,-1.0
X  OOOXX ,-1.0
X  OOX   ,1.0
X  OOX  X,0.0
X  OOX OX,1.0
X  OOX X ,0.0
X  OOX XO,0.0
X  OOXO X,1.0
X  OOXOX ,1.0
X  OOXOXX,-1.0
X  OOXX  ,0.0
X  OOXX O,0.0
X  OOXXO ,0.0
X  OOXXOX,-1.0
X  OOXXXO,0.0
X  OX    ,1.0
X  OX   O,1.0
X  OX  O ,1.0
X  OX  OX,1.0
X  OX  XO,0.0
X  OX O  ,1.0
X  OX O X,1.0
X  OX OX ,0.0
X  OX OXO,1.0
X  OX X O,0.0
X  OX XO ,1.0
X  OX XOO,1.0
X  OXO   ,1.0
X  OXO  X,1.0
X  OXO X ,1.0
X  OXO XO,1.0
X  OXOOX ,1.0
X  OXOOXX,1.0
X  OXOX  ,1.0
X  OXOX O,1.0
X  OXOXO ,1.0
X  OXOXOX,1.0
X  OXOXXO,-1.0
X  OXX  O,0.0
X  OXX O ,0.0
X  OXX OO,0.0
X  OXXO  ,0.0
X  OXXO O,0.0
X  OXXOO ,1.0
X  OXXOOX,1.0
X  OXXOXO,0.0
X  OXXXOO,0.0
X  X    O,-1.0
X  X   O ,-1.0
X  X   OO,1.0
X  X  O  ,-1.0
X  X  O O,-1.0
X  X  OO ,-1.0
X  X  OOX,-1.0
X  X  OXO,-1.0
X  X  XOO,1.0
X  X O   ,0.0
X  X O  O,1.0
X  X O O ,1.0
X  X O OX,1.0
X  X O XO,-1.0
X  X OO  ,0.0
X  X OO X,0.0
X  X OOOX,1.0
X  X OOX ,-1.0
X  X OOXO,0.0
X  X OX O,1.0
X  X OXO ,1.0
X  X X OO,-1.0
X  X XO O,-1.0
X  X XOO ,-1.0
X  X XOOO,-1.0
X  XO    ,0.0
X  XO   O,1.0
X  XO  O ,1.0
X  XO  OX,-1.0
X  XO  XO,0.0
X  XO O  ,0.0
X  XO O X,-1.0
X  XO OOX,-1.0
X  XO OX ,-1.0
X  XO OXO,0.0
X  XO X O,1.0
X  XO XO ,1.0
X  XOO   ,1.0
X  XOO  X,0.0
X  XOO OX,1.0
X  XOO X ,0.0
X  XOO XO,1.0
X  XOOO X,0.0
X  XOOOX ,0.0
X  XOOOXX,-1.0
X  XOOX  ,1.0
X  XOOXOX,1.0
X  XOOXXO,1.0
X  XOX  O,-1.0
X  XOX O ,-1.0
X  XOX OO,1.0
X  XOXO  ,-1.0
X  XOXO O,-1.0
X  XOXOOX,-1.0
X  XOXOXO,-1.0
X  XOXXOO,1.0
X  XX  OO,-1.0
X  XX O O,-1.0
X  XX OO ,-1.0
X  XX OOO,-1.0
X  XXO  O,-1.0
X  XXO O ,0.0
X  XXOO  ,-1.0
X  XXOO O,-1.0
X  XXOOO ,1.0
X  XXOOOX,1.0
X  XXOOXO,-1.0
X  XXOXOO,1.0
X O      ,1.0
X O     X,1.0
X O    OX,1.0
X O    X ,0.0
X O    XO,0.0
X O   O X,1.0
X O   OX ,1.0
X O   OXX,-1.0
X O   X  ,0.0
X O   X O,1.0
X O   XO ,1.0
X O   XOX,1.0
X O   XXO,-1.0
X O  O  X,1.0
X O  O X ,0.0
X O  O XX,0.0
X O  OOXX,1.0
X O  OX  ,1.0
X O  OX X,0.0
X O  OXOX,1.0
X O  OXX ,-1.0
X O  OXXO,-1.0
X O  X   ,0.0
X O  X  O,1.0
X O  X O ,1.0
X O  X OX,-1.0
X O  X XO,0.0
X O  XO  ,1.0
X O  XO X,-1.0
X O  XOOX,1.0
X O  XOX ,-1.0
X O  XOXO,1.0
X O  XX O,0.0
X O  XXO ,0.0
X O  XXOO,1.0
X O O   X,1.0
X O O  X ,1.0
X O O  XX,-1.0
X O O OXX,-1.0
X O O X  ,1.0
X O O X X,1.0
X O O XOX,1.0
X O O XX ,1.0
X O O XXO,1.0
X O OO XX,1.0
X O OOX X,1.0
X O OOXX ,1.0
X O OOXXX,1.0
X O OX   ,0.0
X O OX  X,-1.0
X O OX OX,-1.0
X O OX X ,-1.0
X O OX XO,0.0
X O OXO X,-1.0
X O OXOX ,-1.0
X O OXX  ,0.0
X O OXX O,1.0
X O OXXO ,1.0
X O OXXOX,-1.0
X O OXXXO,0.0
X O X    ,0.0
X O X   O,0.0
X O X  O ,1.0
X O X  OX,1.0
X O X  XO,-1.0
X O X O  ,1.0
X O X O X,1.0
X O X OX ,1.0
X O X OXO,1.0
X O X X O,-1.0
X O X XO ,1.0
X O X XOO,1.0
X O XO   ,1.0
X O XO  X,1.0
X O XO X ,-1.0
X O XO XO,-1.0
X O XOOX ,1.0
X O XOOXX,1.0
X O XOX  ,-1.0
X O XOX O,-1.0
X O XOXO ,1.0
X O XOXOX,1.0
X O XX  O,0.0
X O XX O ,1.0
X O XX OO,1.0
X O XXO  ,1.0
X O XXO O,1.0
X O XXOO ,1.0
X O XXOOX,1.0
X O XXOXO,1.0
X O XXXOO,0.0
X OO    X,1.0
X OO   X ,0.0
X OO  OXX,1.0
X OO  X  ,0.0
X OO  X X,0.0
X OO  XOX,1.0
X OO  XX ,0.0
X OO O XX,1.0
X OO OX X,1.0
X OO OXX ,1.0
X OO OXXX,1.0
X OO X   ,0.0
X OO X  X,0.0
X OO X OX,1.0
X OO X X ,0.0
X OO X XO,0.0
X OO XO X,1.0
X OO XOX ,1.0
X OO XOXX,-1.0
X OO XX  ,0.0
X OO XX O,0.0
X OO XXO ,0.0
X OO XXOX,0.0
X OO XXXO,0.0
X OOO X X,1.0
X OOO XX ,1.0
X OOO XXX,1.0
X OOOX  X,0.0
X OOOX X ,0.0
X OOOX XX,-1.0
X OOOXOXX,-1.0
X OOOXX  ,0.0
X OOOXX X,0.0
X OOOXXOX,0.0
X OOOXXX ,0.0
X OOOXXXO,0.0
X OOX    ,1.0
X OOX   X,1.0
X OOX  X ,0.0
X OOX  XO,1.0
X OOX OX ,1.0
X OOX OXX,1.0
X OOX X  ,0.0
X OOX X O,0.0
X OOX XO ,1.0
X OOX XOX,1.0
X OOX XXO,-1.0
X OOXO X ,1.0
X OOXO XX,1.0
X OOXOX  ,1.0
X OOXOX X,1.0
X OOXOXX ,-1.0
X OOXOXXO,-1.0
X OOXX   ,0.0
X OOXX  O,0.0
X OOXX O ,1.0
X OOXX OX,1.0
X OOXX XO,0.0
X OOXXO  ,1.0
X OOXXO X,1.0
X OOXXOX ,1.0
X OOXXOXO,1.0
X OOXXX O,0.0
X OOXXXO ,0.0
X OOXXXOO,0.0
X OX     ,1.0
X OX    O,1.0
X OX   O ,1.0
X OX   XO,-1.0
X OX  O  ,1.0
X OX  O X,-1.0
X OX  OOX,1.0
X OX  OX ,-1.0
X OX  OXO,-1.0
X OX  X O,1.0
X OX  XO ,1.0
X OX O   ,1.0
X OX O  X,0.0
X OX O OX,1.0
X OX O X ,-1.0
X OX O XO,-1.0
X OX OO X,1.0
X OX OOX ,-1.0
X OX OOXX,-1.0
X OX OX  ,1.0
X OX OXOX,1.0
X OX X  O,1.0
X OX X O ,0.0
X OX X OO,1.0
X OX XO  ,-1.0
X OX XO O,1.0
X OX XOO ,1.0
X OX XOOX,0.0
X OX XOXO,-1.0
X OX XXOO,1.0
X OXO    ,1.0
X OXO   X,-1.0
X OXO  OX,0.0
X OXO  X ,-1.0
X OXO  XO,1.0
X OXO O X,-1.0
X OXO OX ,-1.0
X OXO X  ,1.0
X OXO XOX,1.0
X OXO XXO,1.0
X OXOO  X,1.0
X OXOO X ,1.0
X OXOO XX,-1.0
X OXOOOXX,-1.0
X OXOOX X,1.0
X OXOOXX ,1.0
X OXOX   ,-1.0
X OXOX  O,1.0
X OXOX OX,-1.0
X OXOX XO,-1.0
X OXOXO  ,-1.0
X OXOXOOX,-1.0
X OXOXOXO,-1.0
X OXOXX O,1.0
X OXOXXO ,1.0
X OXX   O,-1.0
X OXX  O ,0.0
X OXX  OO,1.0
X OXX O  ,1.0
X OXX O O,1.0
X OXX OO ,1.0
X OXX OOX,1.0
X OXX OXO,-1.0
X OXX XOO,1.0
X OXXO   ,-1.0
X OXXO  O,-1.0
X OXXO O ,1.0
X OXXO OX,1.0
X OXXOO  ,1.0
X OXXOO X,1.0
X OXXOOX ,-1.0
X OXXOOXO,-1.0
X OXXOXO ,1.0
X OXXX OO,1.0
X OXXXO O,1.0
X OXXXOO ,1.0
X X     O,1.0
X X    O ,1.0
X X    OO,1.0
X X   O  ,0.0
X X   O O,1.0
X X   OO ,1.0
X X   OXO,0.0
X X   XOO,0.0
X X  O   ,0.0
X X  O  O,1.0
X X  O O ,1.0
X X  O OX,1.0
X X  O XO,1.0
X X  OO  ,1.0
X X  OO X,1.0
X X  OOOX,1.0
X X  OOX ,0.0
X X  OOXO,1.0
X X  OX O,0.0
X X  OXO ,1.0
X X  OXOO,1.0
X X  X OO,-1.0
X X  XO O,-1.0
X X  XOO ,-1.0
X X  XOOO,-1.0
X X O    ,0.0
X X O   O,1.0
X X O  O ,1.0
X X O  OX,-1.0
X X O  XO,0.0
X X O O  ,1.0
X X O O X,1.0
X X O OOX,1.0
X X O OX ,0.0
X X O OXO,1.0
X X O X O,1.0
X X O XO ,-1.0
X X O XOO,1.0
X X OO   ,1.0
X X OO  X,-1.0
X X OO OX,1.0
X X OO X ,-1.0
X X OO XO,1.0
X X OOO X,1.0
X X OOOX ,1.0
X X OOOXX,-1.0
X X OOX  ,-1.0
X X OOX O,1.0
X X OOXO ,1.0
X X OOXOX,-1.0
X X OOXXO,-1.0
X X OX  O,0.0
X X OX O ,-1.0
X X OX OO,1.0
X X OXO  ,1.0
X X OXO O,1.0
X X OXOO ,1.0
X X OXOOX,1.0
X X OXOXO,0.0
X X OXXOO,-1.0
X X X  OO,-1.0
X X X O O,-1.0
X X X OO ,-1.0
X X X OOO,-1.0
X X XO  O,1.0
X X XO O ,0.0
X X XO OO,1.0
X X XOO  ,0.0
X X XOO O,1.0
X X XOOO ,1.0
X X XOOOX,1.0
X X XOOXO,0.0
X XO     ,1.0
X XO    O,1.0
X XO   O ,1.0
X XO   XO,0.0
X XO  O  ,1.0
X XO  O X,0.0
X XO  OOX,1.0
X XO  OX ,1.0
X XO  OXO,1.0
X XO  X O,0.0
X XO  XO ,0.0
X XO  XOO,1.0
X XO O   ,1.0
X XO O  X,-1.0
X XO O OX,1.0
X XO O X ,-1.0
X XO O XO,1.0
X XO OO X,1.0
X XO OOX ,1.0
X XO OOXX,-1.0
X XO OX  ,-1.0
X XO OXO ,1.0
X XO OXOX,-1.0
X XO X  O,0.0
X XO X O ,1.0
X XO X OO,1.0
X XO XO  ,0.0
X XO XO O,1.0
X XO XOO ,1.0
X XO XOOX,1.0
X XO XOXO,0.0
X XO XXOO,1.0
X XOO    ,1.0
X XOO   X,-1.0
X XOO  X ,-1.0
X XOO  XO,1.0
X XOO O X,1.0
X XOO OX ,1.0
X XOO OXX,-1.0
X XOO X  ,-1.0
X XOO X O,1.0
X XOO XO ,1.0
X XOO XOX,-1.0
X XOO XXO,-1.0
X XOOO  X,-1.0
X XOOO X ,-1.0
X XOOOOXX,-1.0
X XOOOX  ,-1.0
X XOOOXOX,-1.0
X XOOOXXO,-1.0
X XOOX   ,1.0
X XOOX  O,1.0
X XOOX O ,1.0
X XOOX OX,1.0
X XOOX XO,0.0
X XOOXO  ,1.0
X XOOXO X,1.0
X XOOXOX ,1.0
X XOOXOXO,1.0
X XOOXX O,0.0
X XOOXXO ,-1.0
X XOOXXOO,1.0
X XOX   O,0.0
X XOX  O ,0.0
X XOX O  ,1.0
X XOX O O,1.0
X XOX OO ,1.0
X XOX OXO,0.0
X XOX XOO,1.0
X XOXO   ,0.0
X XOXO  O,1.0
X XOXO O ,1.0
X XOXO OX,1.0
X XOXO XO,0.0
X XOXOO  ,1.0
X XOXOO X,1.0
X XOXOOXO,1.0
X XOXOX O,1.0
X XOXOXO ,1.0
X XOXX OO,-1.0
X XOXXO O,-1.0
X XOXXOO ,-1.0
X XOXXOOO,-1.0
X XX   OO,-1.0
X XX  O O,-1.0
X XX  OO ,-1.0
X XX  OOO,-1.0
X XX O  O,0.0
X XX O O ,1.0
X XX O OO,1.0
X XX OO  ,0.0
X XX OO O,1.0
X XX OOO ,1.0
X XX OOOX,1.0
X XX OOXO,0.0
X XXO   O,1.0
X XXO  O ,-1.0
X XXO  OO,1.0
X XXO O  ,0.0
X XXO O O,1.0
X XXO OO ,1.0
X XXO OOX,-1.0
X XXO OXO,0.0
X XXO XOO,1.0
X XXOO   ,1.0
X XXOO  O,1.0
X XXOO O ,1.0
X XXOO OX,-1.0
X XXOO XO,1.0
X XXOOO  ,1.0
X XXOOO X,0.0
X XXOOOOX,1.0
X XXOOOX ,0.0
X XXOOOXO,1.0
X XXOOX O,1.0
X XXOOXO ,1.0
X XXOX OO,-1.0
X XXOXO O,-1.0
X XXOXOO ,-1.0
X XXOXOOO,-1.0
X XXXO OO,-1.0
X XXXOO O,-1.0
X XXXOOO ,-1.0
X XXXOOOO,-1.0
XO       ,1.0
XO      X,0.0
XO     OX,1.0
XO     X ,0.0
XO     XO,0.0
XO    O X,1.0
XO    OX ,0.0
XO    OXX,0.0
XO    X  ,0.0
XO    X O,1.0
XO    XO ,1.0
XO    XOX,-1.0
XO    XXO,0.0
XO   O  X,1.0
XO   O X ,1.0
XO   O XX,1.0
XO   OOXX,1.0
XO   OX  ,1.0
XO   OX X,0.0
XO   OXOX,1.0
XO   OXX ,1.0
XO   OXXO,1.0
XO   X   ,0.0
XO   X  O,1.0
XO   X O ,0.0
XO   X OX,-1.0
XO   X XO,0.0
XO   XO  ,0.0
XO   XO X,0.0
XO   XOOX,1.0
XO   XOX ,0.0
XO   XOXO,0.0
XO   XX O,0.0
XO   XXO ,-1.0
XO   XXOO,1.0
XO  O   X,0.0
XO  O  X ,1.0
XO  O  XX,0.0
XO  O OXX,0.0
XO  O X  ,1.0
XO  O X X,-1.0
XO  O XOX,-1.0
XO  O XX ,1.0
XO  O XXO,1.0
XO  OO XX,1.0
XO  OOX X,1.0
XO  OOXX ,1.0
XO  OOXXX,1.0
XO  OX   ,0.0
XO  OX  X,-1.0
XO  OX OX,-1.0
XO  OX X ,0.0
XO  OX XO,0.0
XO  OXO X,1.0
XO  OXOX ,0.0
XO  OXOXX,-1.0
XO  OXX  ,-1.0
XO  OXX O,1.0
XO  OXXO ,-1.0
XO  OXXXO,0.0
XO  X    ,1.0
XO  X   O,1.0
XO  X  O ,1.0
XO  X  OX,1.0
XO  X  XO,0.0
XO  X O  ,1.0
XO  X O X,1.0
XO  X OX ,0.0
XO  X OXO,0.0
XO  X X O,1.0
XO  X XO ,1.0
XO  X XOO,1.0
XO  XO   ,1.0
XO  XO  X,1.0
XO  XO X ,0.0
XO  XO XO,0.0
XO  XOOX ,1.0
XO  XOOXX,1.0
XO  XOX  ,1.0
XO  XOX O,1.0
XO  XOXO ,1.0
XO  XOXOX,1.0
XO  XOXXO,-1.0
XO  XX  O,0.0
XO  XX O ,0.0
XO  XX OO,1.0
XO  XXO  ,0.0
XO  XXO O,1.0
XO  XXOO ,0.0
XO  XXOXO,0.0
XO O    X,1.0
XO O   X ,1.0
XO O   XX,1.0
XO O  OXX,1.0
XO O  X  ,0.0
XO O  X X,0.0
XO O  XOX,1.0
XO O  XX ,0.0
XO O  XXO,0.0
XO O O XX,1.0
XO O OX X,1.0
XO O OXX ,1.0
XO O OXXX,1.0
XO O X   ,1.0
XO O X  X,1.0
XO O X OX,1.0
XO O X X ,0.0
XO O X XO,0.0
XO O XO X,1.0
XO O XOX ,1.0
XO O XOXX,1.0
XO O XX  ,0.0
XO O XX O,0.0
XO O XXO ,1.0
XO O XXOX,-1.0
XO O XXXO,0.0
XO OO  XX,1.0
XO OO X X,0.0
XO OO XX ,1.0
XO OO XXX,1.0
XO OOX  X,1.0
XO OOX X ,1.0
XO OOX XX,1.0
XO OOXOXX,1.0
XO OOXX  ,0.0
XO OOXX X,-1.0
XO OOXXOX,-1.0
XO OOXXX ,0.0
XO OOXXXO,0.0
XO OX    ,1.0
XO OX   X,1.0
XO OX  X ,0.0
XO OX  XO,0.0
XO OX OX ,1.0
XO OX OXX,1.0
XO OX X  ,0.0
XO OX X O,1.0
XO OX XO ,1.0
XO OX XOX,1.0
XO OX XXO,0.0
XO OXO X ,1.0
XO OXO XX,1.0
XO OXOX  ,1.0
XO OXOX X,1.0
XO OXOXXO,1.0
XO OXX   ,0.0
XO OXX  O,0.0
XO OXX O ,1.0
XO OXX XO,0.0
XO OXXO  ,1.0
XO OXXO X,1.0
XO OXXOX ,0.0
XO OXXOXO,0.0
XO OXXX O,0.0
XO OXXXO ,1.0
XO OXXXOO,1.0
XO X     ,0.0
XO X    O,1.0
XO X   O ,1.0
XO X   OX,-1.0
XO X   XO,0.0
XO X  O  ,0.0
XO X  O X,-1.0
XO X  OOX,1.0
XO X  OX ,0.0
XO X  OXO,0.0
XO X  X O,1.0
XO X  XO ,1.0
XO X O   ,1.0
XO X O  X,0.0
XO X O OX,1.0
XO X O X ,0.0
XO X O XO,1.0
XO X OO X,1.0
XO X OOX ,0.0
XO X OOXX,0.0
XO X OX  ,1.0
XO X OXOX,1.0
XO X OXXO,1.0
XO X X  O,1.0
XO X X O ,-1.0
XO X X OO,1.0
XO X XO  ,0.0
XO X XO O,1.0
XO X XOO ,1.0
XO X XOOX,0.0
XO X XOXO,0.0
XO X XXOO,1.0
XO XO    ,1.0
XO XO   X,-1.0
XO XO  OX,-1.0
XO XO  X ,0.0
XO XO  XO,1.0
XO XO O X,-1.0
XO XO OX ,0.0
XO XO OXX,-1.0
XO XO X  ,1.0
XO XO XXO,1.0
XO XOO  X,1.0
XO XOO X ,1.0
XO XOO XX,0.0
XO XOOOXX,0.0
XO XOOX X,1.0
XO XOOXX ,1.0
XO XOX   ,-1.0
XO XOX  O,1.0
XO XOX O ,-1.0
XO XOX XO,0.0
XO XOXO X,-1.0
XO XOXOOX,-1.0
XO XOXOX ,-1.0
XO XOXOXO,0.0
XO XOXX O,1.0
XO XX   O,0.0
XO XX  O ,0.0
XO XX  OO,1.0
XO XX O  ,1.0
XO XX O O,1.0
XO XX OO ,1.0
XO XX OOX,1.0
XO XX OXO,0.0
XO XXO   ,1.0
XO XXO  O,1.0
XO XXO O ,1.0
XO XXO OX,1.0
XO XXO XO,-1.0
XO XXOO  ,1.0
XO XXOO X,1.0
XO XXOOX ,0.0
XO XXOOXO,0.0
XO XXOX O,1.0
XO XXOXO ,1.0
XO XXX OO,1.0
XO XXXO O,1.0
XO XXXOO ,1.0
XOO     X,1.0
XOO    X ,1.0
XOO    XX,1.0
XOO   OXX,1.0
XOO   X  ,1.0
XOO   X X,0.0
XOO   XOX,1.0
XOO   XX ,0.0
XOO   XXO,1.0
XOO  O XX,1.0
XOO  OXX ,1.0
XOO  OXXX,1.0
XOO  X   ,1.0
XOO  X  X,0.0
XOO  X OX,0.0
XOO  X X ,1.0
XOO  X XO,1.0
XOO  XO X,1.0
XOO  XOX ,1.0
XOO  XOXX,-1.0
XOO  XX  ,1.0
XOO  XX O,1.0
XOO  XXO ,1.0
XOO  XXOX,-1.0
XOO  XXXO,0.0
XOO O  XX,1.0
XOO O X X,1.0
XOO O XX ,1.0
XOO O XXX,1.0
XOO OX  X,-1.0
XOO OX X ,1.0
XOO OX XX,-1.0
XOO OXOXX,-1.0
XOO OXX  ,1.0
XOO OXX X,-1.0
XOO OXXOX,-1.0
XOO OXXX ,1.0
XOO OXXXO,1.0
XOO X    ,1.0
XOO X   X,1.0
XOO X  X ,0.0
XOO X  XO,0.0
XOO X OX ,1.0
XOO X OXX,1.0
XOO X X  ,1.0
XOO X X O,1.0
XOO X XO ,1.0
XOO X XOX,1.0
XOO X XXO,-1.0
XOO XO X ,1.0
XOO XO XX,1.0
XOO XOX  ,1.0
XOO XOX X,1.0
XOO XOXX ,-1.0
XOO XOXXO,-1.0
XOO XX   ,1.0
XOO XX  O,1.0
XOO XX O ,1.0
XOO XX OX,1.0
XOO XX XO,0.0
XOO XXO  ,1.0
XOO XXO X,1.0
XOO XXOX ,1.0
XOO XXOXO,1.0
XOO XXX O,0.0
XOO XXXO ,1.0
XOO XXXOO,1.0
XOOO   XX,1.0
XOOO  X X,1.0
XOOO  XX ,0.0
XOOO  XXX,1.0
XOOO X  X,1.0
XOOO X X ,1.0
XOOO X XX,1.0
XOOO XOXX,1.0
XOOO XX  ,1.0
XOOO XX X,1.0
XOOO XXOX,1.0
XOOO XXX ,0.0
XOOO XXXO,0.0
XOOOOX XX,1.0
XOOOOXX X,1.0
XOOOOXXX ,1.0
XOOOOXXXX,1.0
XOOOX  X ,1.0
XOOOX  XX,1.0
XOOOX X  ,1.0
XOOOX X X,1.0
XOOOX XX ,0.0
XOOOX XXO,0.0
XOOOXOXX ,0.0
XOOOXOXXX,1.0
XOOOXX   ,1.0
XOOOXX  X,1.0
XOOOXX X ,0.0
XOOOXX XO,0.0
XOOOXXOX ,1.0
XOOOXXOXX,1.0
XOOOXXX  ,0.0
XOOOXXX O,0.0
XOOOXXXO ,1.0
XOOOXXXOX,1.0
XOOOXXXXO,0.0
XOOX     ,1.0
XOOX    X,1.0
XOOX   OX,1.0
XOOX   X ,1.0
XOOX   XO,1.0
XOOX  O X,1.0
XOOX  OX ,1.0
XOOX  OXX,-1.0
XOOX  X  ,1.0
XOOX  XOX,1.0
XOOX  XXO,1.0
XOOX O  X,1.0
XOOX O X ,1.0
XOOX O XX,1.0
XOOX OOXX,1.0
XOOX OX X,1.0
XOOX X   ,0.0
XOOX X  O,1.0
XOOX X O ,1.0
XOOX X OX,-1.0
XOOX X XO,1.0
XOOX XO  ,1.0
XOOX XO X,-1.0
XOOX XOX ,-1.0
XOOX XOXO,1.0
XOOX XX O,1.0
XOOX XXO ,1.0
XOOXO   X,1.0
XOOXO  X ,1.0
